
Using device: cuda
  GPU: NVIDIA GeForce RTX 5090
  CUDA: 12.8

Loading data from: /root/vitfly/training/datasets/data_full
[LAZY DATALOADER] Building file path index...
[LAZY DATALOADER] Found 580 trajectory folders
[LAZY DATALOADER] Indexing folder 170743205912, folder # 1/580, time elapsed 0.00s
[LAZY DATALOADER] Row count mismatch in 170743205912: 372 images vs 414 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170725315155: 207 images vs 206 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170726012265: 271 images vs 270 CSV rows, skipping
[LAZY DATALOADER] Indexing folder 170700296852, folder # 523/580, time elapsed 0.85s
[LAZY DATALOADER] Row count mismatch in 170726065324: 358 images vs 374 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170726683648: 195 images vs 196 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170743130358: 499 images vs 498 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170727111037: 221 images vs 220 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170743221934: 414 images vs 434 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170692597401: 53 images vs 52 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170692445114: 65 images vs 64 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170692572394: 55 images vs 54 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170700433509: 105 images vs 104 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170726048009: 303 images vs 302 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170725468563: 141 images vs 140 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170726140918: 293 images vs 292 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170725299098: 163 images vs 162 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170726150418: 267 images vs 266 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170743278897: 462 images vs 536 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170700265390: 145 images vs 144 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170743165379: 486 images vs 546 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170725819229: 81 images vs 80 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170743261687: 457 images vs 526 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170700283787: 145 images vs 148 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170725378773: 400 images vs 428 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170726366564: 362 images vs 364 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170743273549: 319 images vs 318 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170702544200: 145 images vs 144 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170702471193: 179 images vs 178 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170692400444: 115 images vs 114 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170726388586: 273 images vs 272 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170699924457: 31 images vs 30 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170725188423: 225 images vs 224 CSV rows, skipping
[LAZY DATALOADER] Row count mismatch in 170692372432: 121 images vs 120 CSV rows, skipping
[LAZY DATALOADER] Indexed 42156 samples
[LAZY DATALOADER] Skipped 327 folders, 67920 images
[LAZY DATALOADER] Indexing took 0.94s
[LAZY DATALOADER] Train samples: 33725
[LAZY DATALOADER] Val samples: 8431
  Training samples: 33725
  Validation samples: 8431

############################################################
# Starting distillation for Branch Fusion
############################################################

============================================================
Distillation Training: Branch Fusion
  Teacher: ViT+LSTM (frozen)
  Student: Fusion
  Loss weights: α=1.0, β=1.0, γ=1.0
============================================================

============================================================
Loading Teacher: ViT+LSTM (TeacherVITLSTM, ckpt-compatible)
============================================================
  Loaded teacher from: /root/vitfly/models/ViTLSTM_model.pth
  Teacher parameters: 3,563,663 (3.56M)
  Teacher frozen: True
  Student (Fusion) parameters: 3,186,307 (3.19M)

Starting distillation for 50 epochs...
  Batch size: 32, Grad accum: 1
  Sequence length: 1
Epoch   1/50 | Tr:12.5688 (feat:10.8421 dist:0.5621 gt:1.1646) | Val gt:1.1286 dist:0.5704 feat:11.1181 | mag:0.743 var:0.0127 | LR:0.000040 | 70s
  ★ Best model! score=1.4138 (gt=1.1286 distill=0.5704)
Epoch   2/50 | Tr:12.7117 (feat:11.0609 dist:0.5750 gt:1.0758) | Val gt:1.0566 dist:0.6328 feat:11.2217 | mag:0.785 var:0.0143 | LR:0.000060 | 61s
  ★ Best model! score=1.3730 (gt=1.0566 distill=0.6328)
Epoch   3/50 | Tr:12.7834 (feat:11.1612 dist:0.5820 gt:1.0403) | Val gt:1.2605 dist:0.4414 feat:11.3402 | mag:0.703 var:0.0142 | LR:0.000080 | 63s
Epoch   4/50 | Tr:12.7896 (feat:11.1949 dist:0.5873 gt:1.0073) | Val gt:1.1450 dist:0.5103 feat:11.3281 | mag:0.734 var:0.0237 | LR:0.000100 | 61s
Epoch   5/50 | Tr:12.7292 (feat:11.1659 dist:0.5953 gt:0.9680) | Val gt:1.0125 dist:0.6136 feat:11.3064 | mag:0.782 var:0.0238 | LR:0.000100 | 62s
  ★ Best model! score=1.3193 (gt=1.0125 distill=0.6136)
Epoch   6/50 | Tr:12.6593 (feat:11.1207 dist:0.6087 gt:0.9299) | Val gt:1.0607 dist:0.5573 feat:11.3266 | mag:0.759 var:0.0210 | LR:0.000100 | 62s
Epoch   7/50 | Tr:12.6281 (feat:11.1157 dist:0.6198 gt:0.8926) | Val gt:0.9747 dist:0.6189 feat:11.2454 | mag:0.796 var:0.0291 | LR:0.000100 | 62s
  ★ Best model! score=1.2842 (gt=0.9747 distill=0.6189)
Epoch   8/50 | Tr:12.5867 (feat:11.0892 dist:0.6305 gt:0.8670) | Val gt:0.9517 dist:0.6426 feat:11.2689 | mag:0.807 var:0.0306 | LR:0.000099 | 60s
  ★ Best model! score=1.2730 (gt=0.9517 distill=0.6426)
Epoch   9/50 | Tr:12.6095 (feat:11.1280 dist:0.6376 gt:0.8439) | Val gt:0.8411 dist:0.7545 feat:11.3216 | mag:0.852 var:0.0407 | LR:0.000098 | 62s
  ★ Best model! score=1.2184 (gt=0.8411 distill=0.7545)
Epoch  10/50 | Tr:12.5459 (feat:11.0728 dist:0.6445 gt:0.8286) | Val gt:0.9922 dist:0.5930 feat:11.2541 | mag:0.766 var:0.0266 | LR:0.000097 | 61s
Epoch  11/50 | Tr:12.5055 (feat:11.0435 dist:0.6498 gt:0.8123) | Val gt:0.8976 dist:0.6878 feat:11.1432 | mag:0.815 var:0.0365 | LR:0.000096 | 61s
Epoch  12/50 | Tr:12.4930 (feat:11.0378 dist:0.6545 gt:0.8008) | Val gt:0.9977 dist:0.5889 feat:11.2421 | mag:0.773 var:0.0334 | LR:0.000094 | 61s
Epoch  13/50 | Tr:12.4685 (feat:11.0187 dist:0.6596 gt:0.7901) | Val gt:0.8878 dist:0.7050 feat:11.0954 | mag:0.833 var:0.0455 | LR:0.000092 | 63s
Epoch  14/50 | Tr:12.4592 (feat:11.0184 dist:0.6613 gt:0.7795) | Val gt:0.9350 dist:0.6486 feat:11.1372 | mag:0.799 var:0.0368 | LR:0.000090 | 61s
Epoch  15/50 | Tr:12.4413 (feat:11.0060 dist:0.6635 gt:0.7719) | Val gt:0.9774 dist:0.6113 feat:11.0981 | mag:0.785 var:0.0447 | LR:0.000088 | 62s
Epoch  16/50 | Tr:12.4561 (feat:11.0249 dist:0.6675 gt:0.7636) | Val gt:0.8921 dist:0.6963 feat:11.1576 | mag:0.816 var:0.0378 | LR:0.000086 | 60s
Epoch  17/50 | Tr:12.4428 (feat:11.0199 dist:0.6694 gt:0.7536) | Val gt:0.9187 dist:0.6644 feat:11.1737 | mag:0.803 var:0.0375 | LR:0.000083 | 60s
Epoch  18/50 | Tr:12.4352 (feat:11.0134 dist:0.6718 gt:0.7501) | Val gt:0.8612 dist:0.7304 feat:11.0659 | mag:0.828 var:0.0404 | LR:0.000081 | 63s
Epoch  19/50 | Tr:12.4216 (feat:11.0051 dist:0.6730 gt:0.7435) | Val gt:0.9004 dist:0.6872 feat:11.1374 | mag:0.812 var:0.0387 | LR:0.000078 | 59s
Epoch  20/50 | Tr:12.3922 (feat:10.9791 dist:0.6747 gt:0.7384) | Val gt:0.9251 dist:0.6589 feat:11.0637 | mag:0.800 var:0.0409 | LR:0.000075 | 63s
Epoch  21/50 | Tr:12.3994 (feat:10.9880 dist:0.6762 gt:0.7352) | Val gt:0.8855 dist:0.6970 feat:11.0614 | mag:0.813 var:0.0383 | LR:0.000072 | 61s
Epoch  22/50 | Tr:12.3911 (feat:10.9820 dist:0.6779 gt:0.7312) | Val gt:0.8853 dist:0.7014 feat:11.0465 | mag:0.814 var:0.0394 | LR:0.000069 | 60s
Epoch  23/50 | Tr:12.3756 (feat:10.9696 dist:0.6781 gt:0.7279) | Val gt:0.9153 dist:0.6701 feat:11.0503 | mag:0.801 var:0.0396 | LR:0.000065 | 60s
Epoch  24/50 | Tr:12.3665 (feat:10.9592 dist:0.6807 gt:0.7266) | Val gt:0.9141 dist:0.6674 feat:11.0341 | mag:0.805 var:0.0401 | LR:0.000062 | 62s
Epoch  25/50 | Tr:12.3434 (feat:10.9429 dist:0.6789 gt:0.7216) | Val gt:0.9141 dist:0.6657 feat:11.0536 | mag:0.795 var:0.0362 | LR:0.000059 | 61s
  → Saved checkpoint: /root/vitfly/experiments/mamba_branches/optimized_training/mambafusion_distill_s42/branch_Fusion/distill_checkpoint_epoch_25.pth
Epoch  26/50 | Tr:12.3350 (feat:10.9333 dist:0.6809 gt:0.7207) | Val gt:0.9127 dist:0.6739 feat:11.0278 | mag:0.802 var:0.0413 | LR:0.000055 | 61s
Epoch  27/50 | Tr:12.3205 (feat:10.9213 dist:0.6809 gt:0.7183) | Val gt:0.9269 dist:0.6530 feat:11.0206 | mag:0.792 var:0.0391 | LR:0.000052 | 61s
Epoch  28/50 | Tr:12.3202 (feat:10.9197 dist:0.6828 gt:0.7178) | Val gt:0.9071 dist:0.6746 feat:11.0040 | mag:0.802 var:0.0395 | LR:0.000048 | 60s
Epoch  29/50 | Tr:12.2965 (feat:10.8967 dist:0.6838 gt:0.7160) | Val gt:0.9398 dist:0.6437 feat:10.9804 | mag:0.792 var:0.0412 | LR:0.000045 | 62s
Epoch  30/50 | Tr:12.2857 (feat:10.8892 dist:0.6828 gt:0.7137) | Val gt:0.9056 dist:0.6798 feat:10.9902 | mag:0.804 var:0.0418 | LR:0.000041 | 62s
Epoch  31/50 | Tr:12.2740 (feat:10.8788 dist:0.6832 gt:0.7120) | Val gt:0.8969 dist:0.6849 feat:10.9722 | mag:0.805 var:0.0399 | LR:0.000038 | 61s
Epoch  32/50 | Tr:12.2647 (feat:10.8719 dist:0.6827 gt:0.7100) | Val gt:0.8953 dist:0.6889 feat:10.9996 | mag:0.805 var:0.0385 | LR:0.000035 | 61s
Epoch  33/50 | Tr:12.2682 (feat:10.8738 dist:0.6846 gt:0.7098) | Val gt:0.9075 dist:0.6786 feat:10.9709 | mag:0.805 var:0.0405 | LR:0.000031 | 62s
Epoch  34/50 | Tr:12.2583 (feat:10.8625 dist:0.6856 gt:0.7102) | Val gt:0.8946 dist:0.6917 feat:10.9648 | mag:0.812 var:0.0391 | LR:0.000028 | 61s
Epoch  35/50 | Tr:12.2497 (feat:10.8572 dist:0.6845 gt:0.7080) | Val gt:0.9142 dist:0.6688 feat:10.9622 | mag:0.799 var:0.0388 | LR:0.000025 | 60s
Epoch  36/50 | Tr:12.2371 (feat:10.8450 dist:0.6849 gt:0.7072) | Val gt:0.9200 dist:0.6623 feat:10.9380 | mag:0.798 var:0.0389 | LR:0.000022 | 61s
Epoch  37/50 | Tr:12.2361 (feat:10.8395 dist:0.6879 gt:0.7087) | Val gt:0.8901 dist:0.6940 feat:10.9452 | mag:0.807 var:0.0390 | LR:0.000019 | 61s
Epoch  38/50 | Tr:12.2238 (feat:10.8288 dist:0.6872 gt:0.7078) | Val gt:0.9107 dist:0.6731 feat:10.9331 | mag:0.798 var:0.0386 | LR:0.000017 | 61s
Epoch  39/50 | Tr:12.2141 (feat:10.8216 dist:0.6861 gt:0.7063) | Val gt:0.8966 dist:0.6864 feat:10.9270 | mag:0.804 var:0.0380 | LR:0.000014 | 61s
Epoch  40/50 | Tr:12.2075 (feat:10.8157 dist:0.6864 gt:0.7054) | Val gt:0.9147 dist:0.6701 feat:10.9149 | mag:0.799 var:0.0389 | LR:0.000012 | 60s
Epoch  41/50 | Tr:12.2040 (feat:10.8116 dist:0.6870 gt:0.7054) | Val gt:0.9122 dist:0.6704 feat:10.9335 | mag:0.797 var:0.0376 | LR:0.000010 | 60s
Epoch  42/50 | Tr:12.1950 (feat:10.8052 dist:0.6859 gt:0.7039) | Val gt:0.9032 dist:0.6795 feat:10.9145 | mag:0.802 var:0.0383 | LR:0.000008 | 61s
Epoch  43/50 | Tr:12.1921 (feat:10.7996 dist:0.6876 gt:0.7049) | Val gt:0.9152 dist:0.6680 feat:10.9022 | mag:0.799 var:0.0388 | LR:0.000006 | 61s
Epoch  44/50 | Tr:12.1886 (feat:10.7943 dist:0.6886 gt:0.7056) | Val gt:0.9065 dist:0.6790 feat:10.8879 | mag:0.803 var:0.0394 | LR:0.000004 | 61s
Epoch  45/50 | Tr:12.1822 (feat:10.7916 dist:0.6866 gt:0.7039) | Val gt:0.9050 dist:0.6789 feat:10.8946 | mag:0.802 var:0.0390 | LR:0.000003 | 62s
Epoch  46/50 | Tr:12.1803 (feat:10.7913 dist:0.6864 gt:0.7026) | Val gt:0.9072 dist:0.6766 feat:10.9004 | mag:0.801 var:0.0393 | LR:0.000002 | 60s
Epoch  47/50 | Tr:12.1793 (feat:10.7883 dist:0.6875 gt:0.7035) | Val gt:0.9087 dist:0.6758 feat:10.8918 | mag:0.801 var:0.0394 | LR:0.000001 | 53s
Epoch  48/50 | Tr:12.1755 (feat:10.7859 dist:0.6872 gt:0.7025) | Val gt:0.9052 dist:0.6797 feat:10.8855 | mag:0.803 var:0.0393 | LR:0.000000 | 60s
Epoch  49/50 | Tr:12.1780 (feat:10.7865 dist:0.6873 gt:0.7042) | Val gt:0.9057 dist:0.6786 feat:10.8929 | mag:0.802 var:0.0393 | LR:0.000000 | 61s
Epoch  50/50 | Tr:12.1736 (feat:10.7853 dist:0.6852 gt:0.7032) | Val gt:0.9038 dist:0.6802 feat:10.8941 | mag:0.803 var:0.0391 | LR:0.000000 | 58s
  → Saved checkpoint: /root/vitfly/experiments/mamba_branches/optimized_training/mambafusion_distill_s42/branch_Fusion/distill_checkpoint_epoch_50.pth

Branch Fusion distillation completed!
  Best val_score: 1.2184 (gt=0.8411 distill=0.7545)

============================================================
Distillation Summary
============================================================
  Branch Fusion: val_score=1.2184

Checkpoints saved to: /root/vitfly/experiments/mamba_branches/optimized_training/mambafusion_distill_s42
Loss weights: α=1.0 (feat), β=1.0 (distill), γ=1.0 (GT)
